Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,59.0,65.0,66.0,66.0,65.0,64.0,64.0,60.0,68.0,65.0,65.0,62.0,64.0,65.0,67.0,69.0,65.0,63.0,68.0,68.0,64.0,65.0,67.0,66.0,64.0,68.0,66.0,65.0,67.0,70.0,63.0,63.0,65.0,68.0,63.0,67.0,65.0,62.0,60.0,68.0,65.1,2.447
1,59.0,65.0,66.0,66.0,64.0,64.0,63.0,60.0,68.0,65.0,65.0,62.0,64.0,65.0,67.0,64.0,65.0,63.0,64.0,64.0,64.0,62.0,67.0,66.0,64.0,66.0,66.0,65.0,67.0,68.0,63.0,59.0,65.0,68.0,63.0,67.0,65.0,62.0,60.0,65.0,64.375,2.266
2,59.0,65.0,66.0,66.0,64.0,64.0,63.0,60.0,66.0,65.0,65.0,62.0,64.0,65.0,65.0,64.0,64.0,63.0,64.0,64.0,64.0,62.0,66.0,66.0,64.0,66.0,66.0,65.0,67.0,66.0,63.0,59.0,65.0,68.0,63.0,62.0,65.0,62.0,60.0,65.0,64.05,2.049
3,59.0,64.0,65.0,66.0,64.0,64.0,63.0,60.0,66.0,65.0,65.0,62.0,64.0,65.0,65.0,64.0,64.0,63.0,64.0,64.0,64.0,62.0,66.0,66.0,64.0,66.0,66.0,65.0,67.0,66.0,63.0,59.0,65.0,68.0,63.0,62.0,65.0,62.0,60.0,65.0,64.0,2.025
4,59.0,64.0,65.0,66.0,64.0,64.0,63.0,60.0,66.0,65.0,65.0,62.0,64.0,65.0,65.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,66.0,66.0,64.0,66.0,66.0,65.0,67.0,66.0,63.0,59.0,65.0,68.0,59.0,62.0,62.0,62.0,60.0,65.0,63.8,2.182
5,59.0,64.0,65.0,66.0,64.0,64.0,63.0,60.0,66.0,65.0,65.0,62.0,64.0,65.0,65.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,66.0,62.0,64.0,66.0,62.0,65.0,67.0,66.0,63.0,59.0,65.0,67.0,59.0,62.0,62.0,62.0,60.0,65.0,63.575,2.108
6,59.0,64.0,65.0,66.0,64.0,64.0,63.0,60.0,65.0,65.0,65.0,62.0,64.0,65.0,65.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,66.0,62.0,64.0,66.0,62.0,65.0,67.0,66.0,63.0,59.0,65.0,64.0,59.0,62.0,62.0,62.0,60.0,65.0,63.475,2.012
7,59.0,64.0,65.0,66.0,64.0,64.0,63.0,60.0,65.0,65.0,65.0,62.0,64.0,65.0,65.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,66.0,62.0,65.0,67.0,66.0,63.0,59.0,65.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,63.4,1.972
8,59.0,64.0,65.0,66.0,64.0,64.0,63.0,60.0,65.0,65.0,60.0,62.0,64.0,65.0,63.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,66.0,62.0,65.0,66.0,66.0,63.0,59.0,65.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,63.2,1.965
9,59.0,64.0,65.0,66.0,62.0,64.0,63.0,60.0,65.0,65.0,60.0,62.0,64.0,65.0,62.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,66.0,62.0,65.0,66.0,66.0,63.0,59.0,65.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,63.125,1.977
10,59.0,64.0,65.0,66.0,62.0,64.0,62.0,60.0,65.0,63.0,60.0,62.0,64.0,65.0,62.0,64.0,64.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,62.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,62.825,1.869
11,59.0,64.0,65.0,66.0,62.0,64.0,62.0,60.0,65.0,63.0,60.0,62.0,64.0,65.0,62.0,64.0,63.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,62.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,62.8,1.86
12,59.0,64.0,65.0,66.0,62.0,64.0,62.0,60.0,62.0,63.0,60.0,62.0,64.0,65.0,62.0,64.0,63.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,62.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,62.725,1.83
13,59.0,64.0,65.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,60.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,62.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,62.475,2.037
14,59.0,64.0,65.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,60.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,59.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,62.4,2.107
15,59.0,64.0,64.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,59.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,59.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,63.0,62.35,2.116
16,59.0,64.0,64.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,59.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,63.0,64.0,62.0,65.0,62.0,64.0,62.0,59.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,61.0,62.3,2.124
17,59.0,64.0,64.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,59.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,61.0,64.0,62.0,65.0,61.0,64.0,62.0,59.0,65.0,65.0,66.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,61.0,62.225,2.139
18,59.0,64.0,64.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,59.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,61.0,64.0,62.0,65.0,61.0,64.0,62.0,59.0,65.0,60.0,64.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,62.0,60.0,61.0,62.05,2.049
19,59.0,64.0,64.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,59.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,61.0,64.0,62.0,65.0,61.0,62.0,62.0,59.0,63.0,60.0,64.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,61.0,60.0,61.0,61.925,1.98
20,59.0,64.0,64.0,66.0,62.0,64.0,62.0,60.0,62.0,59.0,59.0,62.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,61.0,64.0,62.0,65.0,61.0,62.0,62.0,59.0,63.0,60.0,64.0,63.0,59.0,61.0,64.0,59.0,62.0,62.0,61.0,60.0,61.0,61.925,1.98
21,59.0,64.0,64.0,66.0,61.0,64.0,62.0,60.0,62.0,59.0,59.0,60.0,64.0,65.0,62.0,58.0,63.0,63.0,64.0,61.0,64.0,62.0,65.0,61.0,62.0,62.0,59.0,63.0,60.0,64.0,63.0,59.0,61.0,59.0,59.0,62.0,62.0,61.0,60.0,61.0,61.725,2.025
