Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,64.0,63.0,66.0,67.0,65.0,69.0,61.0,67.0,69.0,64.0,65.0,62.0,64.0,68.0,63.0,67.0,65.0,65.0,63.0,65.0,61.0,63.0,67.0,64.0,58.0,67.0,63.0,64.0,64.0,64.0,62.0,64.0,65.0,66.0,68.0,63.0,64.0,63.0,67.0,67.0,64.65,2.297
1,64.0,62.0,64.0,62.0,65.0,61.0,61.0,65.0,63.0,63.0,63.0,60.0,63.0,65.0,63.0,67.0,62.0,63.0,61.0,62.0,61.0,61.0,63.0,63.0,58.0,67.0,63.0,63.0,62.0,63.0,62.0,64.0,64.0,66.0,60.0,63.0,64.0,59.0,63.0,63.0,62.775,1.877
2,60.0,62.0,61.0,61.0,63.0,59.0,61.0,65.0,61.0,63.0,60.0,59.0,63.0,61.0,55.0,65.0,60.0,63.0,61.0,62.0,61.0,61.0,63.0,62.0,58.0,63.0,63.0,57.0,60.0,63.0,59.0,60.0,60.0,62.0,60.0,59.0,62.0,59.0,62.0,58.0,60.925,2.042
3,58.0,60.0,61.0,61.0,61.0,59.0,60.0,62.0,61.0,54.0,60.0,59.0,60.0,61.0,55.0,65.0,57.0,59.0,60.0,61.0,57.0,60.0,55.0,62.0,58.0,61.0,62.0,57.0,58.0,62.0,55.0,60.0,60.0,59.0,57.0,59.0,57.0,59.0,57.0,58.0,59.175,2.279
4,58.0,59.0,59.0,59.0,61.0,59.0,60.0,55.0,59.0,54.0,56.0,58.0,59.0,56.0,55.0,59.0,57.0,59.0,60.0,58.0,52.0,60.0,55.0,57.0,58.0,60.0,62.0,57.0,58.0,60.0,55.0,60.0,59.0,59.0,57.0,59.0,57.0,59.0,57.0,58.0,57.975,2.019
5,58.0,58.0,57.0,56.0,61.0,58.0,53.0,55.0,59.0,54.0,56.0,58.0,57.0,55.0,55.0,59.0,57.0,59.0,58.0,57.0,52.0,59.0,52.0,57.0,58.0,60.0,61.0,57.0,58.0,60.0,55.0,58.0,57.0,58.0,57.0,54.0,57.0,58.0,57.0,58.0,57.075,2.114
6,58.0,58.0,55.0,56.0,61.0,56.0,53.0,55.0,58.0,54.0,56.0,57.0,57.0,55.0,55.0,59.0,55.0,58.0,58.0,57.0,52.0,58.0,52.0,56.0,57.0,57.0,58.0,57.0,58.0,60.0,55.0,58.0,57.0,58.0,57.0,54.0,55.0,58.0,57.0,56.0,56.525,1.923
7,53.0,58.0,53.0,56.0,59.0,56.0,53.0,55.0,57.0,54.0,55.0,55.0,57.0,52.0,55.0,57.0,55.0,54.0,57.0,57.0,52.0,57.0,52.0,56.0,55.0,57.0,55.0,54.0,58.0,59.0,55.0,58.0,56.0,58.0,56.0,54.0,55.0,56.0,57.0,56.0,55.6,1.841
8,53.0,58.0,53.0,56.0,54.0,55.0,53.0,55.0,57.0,54.0,53.0,55.0,57.0,52.0,55.0,57.0,55.0,51.0,56.0,57.0,52.0,57.0,52.0,56.0,51.0,57.0,55.0,54.0,56.0,57.0,54.0,58.0,56.0,58.0,55.0,52.0,55.0,56.0,56.0,56.0,54.975,1.943
9,53.0,56.0,53.0,56.0,54.0,53.0,52.0,53.0,54.0,54.0,53.0,55.0,54.0,52.0,55.0,56.0,53.0,50.0,56.0,54.0,52.0,55.0,52.0,53.0,51.0,55.0,55.0,54.0,51.0,57.0,51.0,58.0,52.0,56.0,49.0,52.0,54.0,56.0,55.0,50.0,53.6,2.022
