Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,37.0,36.0,35.0,37.0,31.0,35.0,36.0,36.0,31.0,35.0,35.0,34.0,35.0,32.0,34.0,36.0,35.0,37.0,33.0,35.0,33.0,36.0,35.0,37.0,36.0,33.0,33.0,35.0,36.0,36.0,35.0,37.0,36.0,35.0,37.0,35.0,35.0,31.0,33.0,35.0,34.85,1.667
1,34.0,34.0,35.0,33.0,31.0,34.0,36.0,34.0,30.0,35.0,35.0,33.0,35.0,32.0,34.0,34.0,35.0,37.0,33.0,33.0,33.0,35.0,35.0,37.0,36.0,33.0,31.0,35.0,31.0,36.0,35.0,37.0,36.0,35.0,36.0,35.0,35.0,31.0,33.0,35.0,34.175,1.745
2,34.0,34.0,35.0,33.0,31.0,34.0,36.0,34.0,30.0,35.0,35.0,33.0,35.0,32.0,34.0,32.0,35.0,35.0,33.0,33.0,33.0,35.0,35.0,35.0,36.0,33.0,31.0,35.0,31.0,33.0,33.0,33.0,35.0,35.0,36.0,35.0,35.0,31.0,33.0,35.0,33.775,1.541
3,34.0,34.0,32.0,33.0,31.0,34.0,36.0,33.0,30.0,35.0,35.0,33.0,35.0,32.0,34.0,32.0,35.0,35.0,33.0,33.0,33.0,35.0,35.0,35.0,31.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,35.0,34.0,36.0,35.0,35.0,31.0,33.0,35.0,33.475,1.533
4,34.0,34.0,32.0,33.0,31.0,34.0,36.0,33.0,30.0,33.0,33.0,33.0,35.0,32.0,34.0,32.0,34.0,35.0,33.0,33.0,33.0,35.0,35.0,35.0,31.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,35.0,34.0,33.0,35.0,35.0,31.0,33.0,35.0,33.275,1.414
5,34.0,34.0,32.0,33.0,31.0,34.0,36.0,33.0,30.0,33.0,33.0,33.0,35.0,32.0,33.0,32.0,34.0,29.0,33.0,33.0,33.0,35.0,35.0,35.0,31.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,35.0,32.0,33.0,35.0,35.0,31.0,33.0,35.0,33.05,1.532
6,34.0,34.0,32.0,33.0,31.0,34.0,36.0,33.0,30.0,33.0,33.0,33.0,35.0,32.0,33.0,32.0,34.0,29.0,33.0,33.0,33.0,35.0,35.0,35.0,31.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,32.0,32.0,33.0,35.0,35.0,31.0,33.0,35.0,32.975,1.508
7,34.0,34.0,32.0,33.0,31.0,33.0,36.0,32.0,30.0,33.0,33.0,33.0,35.0,32.0,33.0,32.0,33.0,29.0,33.0,33.0,33.0,35.0,35.0,35.0,31.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,32.0,32.0,33.0,35.0,35.0,31.0,33.0,35.0,32.9,1.497
8,34.0,34.0,32.0,33.0,31.0,33.0,36.0,32.0,30.0,33.0,33.0,30.0,30.0,32.0,32.0,32.0,33.0,29.0,33.0,33.0,33.0,35.0,34.0,35.0,31.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,32.0,32.0,33.0,35.0,35.0,31.0,33.0,35.0,32.65,1.558
9,34.0,34.0,32.0,33.0,31.0,33.0,36.0,31.0,30.0,33.0,33.0,30.0,30.0,32.0,30.0,32.0,33.0,29.0,33.0,33.0,31.0,35.0,34.0,34.0,31.0,33.0,27.0,33.0,31.0,33.0,33.0,33.0,32.0,32.0,33.0,33.0,35.0,31.0,33.0,34.0,32.325,1.738
10,34.0,34.0,32.0,33.0,31.0,33.0,36.0,31.0,30.0,33.0,33.0,30.0,30.0,32.0,30.0,32.0,33.0,29.0,33.0,33.0,31.0,35.0,34.0,34.0,31.0,33.0,27.0,33.0,31.0,33.0,31.0,33.0,32.0,32.0,33.0,33.0,35.0,31.0,31.0,34.0,32.225,1.753
11,34.0,33.0,32.0,33.0,31.0,33.0,32.0,31.0,30.0,33.0,33.0,30.0,30.0,32.0,30.0,32.0,33.0,29.0,33.0,33.0,31.0,31.0,34.0,34.0,31.0,33.0,27.0,33.0,31.0,33.0,31.0,33.0,32.0,32.0,33.0,33.0,35.0,31.0,31.0,34.0,32.0,1.565
12,34.0,33.0,32.0,33.0,31.0,33.0,32.0,31.0,30.0,33.0,33.0,30.0,30.0,32.0,30.0,32.0,33.0,29.0,33.0,33.0,31.0,31.0,34.0,34.0,31.0,33.0,27.0,33.0,31.0,33.0,31.0,33.0,32.0,32.0,33.0,33.0,35.0,31.0,31.0,34.0,32.0,1.565
13,34.0,33.0,32.0,33.0,31.0,33.0,32.0,31.0,30.0,32.0,33.0,30.0,30.0,32.0,30.0,32.0,33.0,29.0,33.0,33.0,31.0,31.0,33.0,34.0,31.0,33.0,27.0,29.0,31.0,33.0,31.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,34.0,31.8,1.52
