Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,34.0,36.0,35.0,33.0,35.0,35.0,33.0,36.0,27.0,34.0,35.0,36.0,35.0,30.0,36.0,36.0,35.0,30.0,34.0,35.0,34.0,36.0,33.0,35.0,32.0,37.0,31.0,37.0,35.0,33.0,30.0,36.0,36.0,32.0,36.0,33.0,35.0,35.0,35.0,33.0,34.1,2.154
1,34.0,35.0,34.0,33.0,35.0,34.0,33.0,36.0,27.0,34.0,35.0,36.0,31.0,30.0,34.0,36.0,34.0,30.0,34.0,35.0,34.0,36.0,33.0,35.0,32.0,36.0,31.0,37.0,32.0,33.0,30.0,36.0,36.0,32.0,35.0,33.0,35.0,35.0,35.0,33.0,33.725,2.097
2,34.0,35.0,34.0,33.0,35.0,34.0,33.0,34.0,27.0,34.0,35.0,36.0,31.0,30.0,32.0,32.0,34.0,30.0,34.0,35.0,34.0,36.0,33.0,35.0,32.0,36.0,31.0,33.0,32.0,33.0,30.0,34.0,35.0,32.0,34.0,33.0,35.0,34.0,35.0,33.0,33.3,1.887
3,34.0,35.0,34.0,33.0,33.0,34.0,33.0,34.0,27.0,34.0,35.0,36.0,31.0,30.0,32.0,32.0,34.0,30.0,34.0,30.0,34.0,32.0,33.0,33.0,32.0,36.0,31.0,33.0,32.0,33.0,30.0,34.0,35.0,32.0,34.0,33.0,33.0,34.0,35.0,33.0,32.925,1.808
4,33.0,33.0,33.0,33.0,33.0,34.0,33.0,34.0,27.0,34.0,35.0,36.0,31.0,30.0,32.0,32.0,34.0,30.0,34.0,30.0,33.0,32.0,33.0,33.0,32.0,35.0,31.0,33.0,32.0,33.0,30.0,34.0,35.0,32.0,34.0,33.0,33.0,34.0,35.0,33.0,32.775,1.71
5,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,34.0,35.0,36.0,31.0,30.0,32.0,32.0,33.0,30.0,34.0,30.0,33.0,32.0,33.0,33.0,32.0,35.0,31.0,32.0,32.0,33.0,30.0,34.0,35.0,32.0,34.0,33.0,33.0,31.0,34.0,33.0,32.525,1.775
6,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,34.0,35.0,35.0,31.0,30.0,32.0,32.0,33.0,30.0,34.0,30.0,32.0,32.0,33.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,29.0,34.0,35.0,32.0,34.0,33.0,33.0,31.0,34.0,33.0,32.35,1.74
7,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,31.0,34.0,35.0,30.0,30.0,32.0,32.0,33.0,29.0,34.0,30.0,32.0,32.0,33.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,29.0,34.0,35.0,32.0,33.0,33.0,33.0,31.0,34.0,33.0,32.175,1.745
8,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,31.0,34.0,35.0,30.0,30.0,32.0,31.0,33.0,29.0,34.0,30.0,32.0,32.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,29.0,34.0,35.0,32.0,33.0,33.0,33.0,31.0,34.0,33.0,32.125,1.749
9,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,31.0,34.0,35.0,30.0,30.0,32.0,31.0,33.0,29.0,34.0,30.0,32.0,32.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,29.0,34.0,32.0,32.0,33.0,33.0,33.0,31.0,33.0,33.0,32.025,1.666
10,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,31.0,34.0,35.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,32.0,32.0,32.0,33.0,32.0,31.0,31.0,32.0,32.0,33.0,29.0,34.0,32.0,32.0,33.0,33.0,33.0,31.0,33.0,33.0,31.95,1.642
11,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,31.0,34.0,35.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,32.0,32.0,30.0,33.0,32.0,31.0,31.0,32.0,32.0,32.0,29.0,34.0,32.0,32.0,33.0,33.0,33.0,31.0,33.0,33.0,31.875,1.661
12,33.0,33.0,33.0,29.0,33.0,34.0,33.0,34.0,27.0,31.0,34.0,35.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,32.0,32.0,30.0,33.0,32.0,31.0,31.0,32.0,32.0,32.0,29.0,34.0,32.0,32.0,33.0,33.0,33.0,31.0,33.0,30.0,31.8,1.676
13,33.0,33.0,33.0,29.0,33.0,30.0,33.0,34.0,27.0,31.0,34.0,33.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,32.0,32.0,30.0,33.0,32.0,31.0,31.0,32.0,32.0,32.0,29.0,34.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.6,1.578
14,33.0,33.0,33.0,29.0,33.0,30.0,33.0,34.0,27.0,31.0,34.0,33.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,32.0,32.0,30.0,33.0,32.0,31.0,31.0,32.0,32.0,32.0,29.0,34.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.6,1.578
15,33.0,33.0,33.0,29.0,33.0,30.0,33.0,34.0,27.0,31.0,34.0,33.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,31.0,31.0,32.0,32.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.525,1.565
16,29.0,33.0,33.0,29.0,33.0,30.0,33.0,34.0,27.0,31.0,34.0,33.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,31.0,31.0,32.0,31.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.4,1.594
17,29.0,33.0,33.0,29.0,33.0,30.0,33.0,34.0,27.0,31.0,34.0,32.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,30.0,31.0,32.0,31.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.35,1.59
18,29.0,33.0,33.0,29.0,33.0,30.0,33.0,34.0,27.0,31.0,34.0,32.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,30.0,31.0,32.0,31.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.35,1.59
19,29.0,33.0,33.0,29.0,31.0,30.0,33.0,34.0,27.0,31.0,34.0,32.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,30.0,31.0,32.0,31.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.3,1.568
20,29.0,33.0,33.0,29.0,31.0,30.0,33.0,34.0,27.0,31.0,34.0,32.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,30.0,31.0,32.0,31.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.3,1.568
21,29.0,33.0,33.0,29.0,31.0,30.0,33.0,34.0,27.0,31.0,34.0,32.0,30.0,30.0,32.0,31.0,33.0,29.0,31.0,30.0,30.0,32.0,30.0,33.0,32.0,30.0,31.0,32.0,31.0,32.0,29.0,33.0,32.0,32.0,33.0,33.0,33.0,31.0,31.0,30.0,31.3,1.568
