Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,33.0,31.0,36.0,31.0,33.0,33.0,36.0,32.0,33.0,30.0,35.0,32.0,34.0,34.0,34.0,31.0,37.0,32.0,36.0,31.0,35.0,35.0,31.0,35.0,33.0,34.0,35.0,35.0,33.0,30.0,35.0,33.0,35.0,35.0,33.0,36.0,34.0,31.0,34.0,34.0,33.5,1.803
1,33.0,31.0,30.0,31.0,33.0,32.0,34.0,32.0,29.0,30.0,35.0,32.0,31.0,34.0,33.0,31.0,35.0,32.0,32.0,31.0,34.0,34.0,31.0,34.0,32.0,33.0,34.0,33.0,33.0,30.0,33.0,32.0,33.0,33.0,33.0,34.0,31.0,31.0,33.0,34.0,32.4,1.446
2,30.0,31.0,30.0,31.0,33.0,32.0,34.0,30.0,29.0,30.0,34.0,32.0,31.0,33.0,32.0,28.0,35.0,31.0,32.0,30.0,32.0,29.0,31.0,30.0,32.0,32.0,32.0,32.0,32.0,30.0,33.0,32.0,31.0,33.0,33.0,34.0,29.0,31.0,32.0,34.0,31.55,1.58
3,30.0,30.0,30.0,31.0,33.0,32.0,30.0,29.0,29.0,30.0,31.0,32.0,31.0,33.0,32.0,28.0,34.0,31.0,31.0,30.0,30.0,29.0,28.0,30.0,32.0,32.0,30.0,32.0,32.0,30.0,32.0,32.0,29.0,32.0,33.0,25.0,27.0,30.0,32.0,34.0,30.7,1.833
4,28.0,30.0,30.0,30.0,33.0,31.0,30.0,29.0,29.0,30.0,31.0,32.0,31.0,33.0,32.0,28.0,30.0,31.0,31.0,30.0,30.0,26.0,28.0,30.0,32.0,32.0,30.0,31.0,30.0,29.0,31.0,32.0,29.0,32.0,31.0,25.0,27.0,30.0,32.0,27.0,30.075,1.794
5,25.0,30.0,27.0,28.0,30.0,31.0,30.0,29.0,29.0,30.0,31.0,32.0,30.0,27.0,31.0,26.0,30.0,29.0,29.0,30.0,29.0,26.0,27.0,30.0,31.0,29.0,30.0,31.0,30.0,28.0,29.0,32.0,29.0,32.0,31.0,25.0,27.0,30.0,30.0,27.0,29.175,1.829
6,25.0,30.0,27.0,28.0,30.0,31.0,30.0,28.0,29.0,30.0,29.0,31.0,30.0,27.0,27.0,24.0,30.0,28.0,29.0,30.0,27.0,26.0,27.0,30.0,31.0,29.0,30.0,30.0,30.0,28.0,29.0,29.0,29.0,32.0,30.0,24.0,27.0,30.0,30.0,27.0,28.7,1.86
7,23.0,30.0,27.0,28.0,29.0,31.0,30.0,26.0,28.0,30.0,29.0,31.0,30.0,27.0,27.0,24.0,30.0,28.0,27.0,30.0,27.0,26.0,27.0,30.0,31.0,29.0,30.0,30.0,30.0,28.0,29.0,29.0,29.0,32.0,30.0,24.0,26.0,30.0,29.0,27.0,28.45,2.037
8,23.0,29.0,27.0,28.0,29.0,31.0,30.0,26.0,28.0,30.0,27.0,31.0,29.0,25.0,27.0,24.0,30.0,28.0,27.0,30.0,27.0,26.0,26.0,30.0,27.0,28.0,30.0,29.0,30.0,28.0,27.0,29.0,29.0,32.0,30.0,23.0,26.0,30.0,28.0,27.0,28.025,2.092
9,23.0,29.0,27.0,28.0,29.0,31.0,30.0,26.0,27.0,30.0,27.0,31.0,29.0,25.0,27.0,24.0,30.0,28.0,27.0,30.0,27.0,26.0,24.0,30.0,27.0,28.0,30.0,29.0,30.0,28.0,24.0,29.0,29.0,29.0,28.0,23.0,26.0,28.0,27.0,27.0,27.675,2.102
10,23.0,29.0,27.0,28.0,27.0,31.0,30.0,26.0,27.0,29.0,27.0,30.0,29.0,25.0,27.0,24.0,29.0,28.0,27.0,28.0,27.0,26.0,24.0,30.0,27.0,28.0,30.0,28.0,30.0,28.0,24.0,29.0,29.0,29.0,28.0,23.0,26.0,28.0,27.0,27.0,27.475,1.962
11,22.0,28.0,26.0,28.0,27.0,31.0,28.0,26.0,27.0,29.0,25.0,30.0,29.0,25.0,27.0,24.0,29.0,28.0,27.0,28.0,27.0,26.0,24.0,29.0,27.0,28.0,30.0,28.0,30.0,28.0,24.0,29.0,29.0,29.0,28.0,23.0,26.0,26.0,27.0,27.0,27.225,1.994
12,22.0,28.0,26.0,28.0,27.0,31.0,27.0,26.0,27.0,27.0,25.0,30.0,29.0,25.0,27.0,24.0,28.0,28.0,27.0,28.0,27.0,26.0,24.0,29.0,27.0,28.0,30.0,28.0,30.0,28.0,24.0,28.0,29.0,29.0,27.0,23.0,26.0,26.0,27.0,27.0,27.075,1.929
13,22.0,28.0,26.0,26.0,27.0,31.0,27.0,26.0,27.0,25.0,25.0,28.0,26.0,25.0,27.0,24.0,27.0,28.0,27.0,27.0,27.0,26.0,24.0,27.0,27.0,27.0,29.0,28.0,30.0,28.0,24.0,25.0,29.0,29.0,27.0,22.0,26.0,26.0,27.0,27.0,26.6,1.841
14,22.0,28.0,25.0,26.0,27.0,30.0,27.0,26.0,26.0,25.0,25.0,28.0,26.0,25.0,27.0,24.0,24.0,28.0,27.0,27.0,27.0,26.0,24.0,27.0,27.0,26.0,28.0,26.0,30.0,28.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,26.0,27.0,27.0,26.275,1.761
15,22.0,28.0,25.0,24.0,27.0,29.0,24.0,26.0,23.0,25.0,25.0,26.0,26.0,25.0,27.0,24.0,24.0,28.0,27.0,27.0,27.0,26.0,24.0,27.0,27.0,25.0,28.0,26.0,30.0,28.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,26.0,27.0,27.0,25.975,1.823
16,22.0,28.0,23.0,24.0,27.0,29.0,21.0,26.0,23.0,25.0,25.0,26.0,26.0,25.0,27.0,24.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,27.0,27.0,25.0,28.0,26.0,30.0,28.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,25.0,27.0,27.0,25.75,2.034
17,22.0,28.0,23.0,24.0,27.0,29.0,21.0,26.0,23.0,25.0,25.0,26.0,26.0,25.0,24.0,24.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,27.0,27.0,25.0,28.0,26.0,30.0,28.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,25.0,27.0,27.0,25.675,2.042
18,22.0,28.0,23.0,22.0,25.0,28.0,21.0,26.0,23.0,25.0,25.0,26.0,26.0,25.0,24.0,24.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,27.0,27.0,24.0,28.0,26.0,30.0,26.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,25.0,27.0,27.0,25.475,2.037
19,22.0,28.0,23.0,22.0,25.0,28.0,21.0,26.0,23.0,25.0,25.0,26.0,26.0,25.0,23.0,24.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,27.0,27.0,24.0,28.0,26.0,30.0,26.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,25.0,27.0,27.0,25.45,2.061
20,22.0,28.0,23.0,22.0,25.0,28.0,21.0,26.0,23.0,25.0,25.0,26.0,26.0,25.0,23.0,23.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,26.0,27.0,23.0,28.0,26.0,30.0,25.0,24.0,25.0,27.0,29.0,27.0,22.0,25.0,24.0,25.0,27.0,25.275,2.086
21,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,25.0,26.0,25.0,25.0,23.0,23.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,26.0,27.0,23.0,28.0,26.0,30.0,25.0,24.0,25.0,25.0,28.0,27.0,22.0,25.0,24.0,25.0,27.0,25.0,1.924
22,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,25.0,26.0,25.0,25.0,23.0,23.0,23.0,28.0,27.0,25.0,27.0,26.0,24.0,22.0,27.0,23.0,26.0,26.0,30.0,24.0,24.0,25.0,25.0,28.0,27.0,21.0,25.0,24.0,25.0,27.0,24.8,1.965
23,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,25.0,26.0,24.0,25.0,22.0,23.0,23.0,28.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,26.0,30.0,24.0,24.0,25.0,25.0,28.0,27.0,20.0,25.0,24.0,25.0,27.0,24.625,2.058
24,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,25.0,26.0,24.0,25.0,22.0,23.0,23.0,28.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,26.0,30.0,24.0,24.0,25.0,25.0,28.0,27.0,20.0,25.0,24.0,25.0,27.0,24.625,2.058
25,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,25.0,26.0,24.0,25.0,21.0,23.0,23.0,28.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,26.0,30.0,24.0,24.0,25.0,25.0,28.0,27.0,20.0,25.0,24.0,25.0,27.0,24.6,2.095
26,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,24.0,26.0,24.0,25.0,21.0,23.0,23.0,27.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,26.0,30.0,24.0,24.0,25.0,25.0,28.0,27.0,20.0,25.0,24.0,21.0,26.0,24.425,2.108
27,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,24.0,26.0,24.0,22.0,21.0,23.0,23.0,27.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,26.0,30.0,24.0,24.0,25.0,24.0,28.0,27.0,20.0,25.0,24.0,21.0,26.0,24.325,2.138
28,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,23.0,26.0,24.0,22.0,21.0,22.0,23.0,27.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,26.0,30.0,24.0,24.0,23.0,21.0,28.0,27.0,20.0,25.0,24.0,21.0,26.0,24.15,2.231
29,22.0,25.0,23.0,22.0,25.0,25.0,21.0,26.0,23.0,24.0,23.0,22.0,24.0,22.0,21.0,22.0,23.0,27.0,27.0,23.0,27.0,26.0,24.0,22.0,27.0,23.0,24.0,25.0,30.0,24.0,24.0,23.0,21.0,28.0,27.0,20.0,25.0,24.0,21.0,25.0,24.0,2.202
