Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,35.0,31.0,33.0,33.0,34.0,33.0,35.0,31.0,36.0,31.0,34.0,32.0,35.0,36.0,34.0,36.0,32.0,33.0,35.0,34.0,33.0,33.0,34.0,34.0,35.0,36.0,35.0,34.0,33.0,34.0,36.0,34.0,33.0,36.0,35.0,35.0,36.0,35.0,35.0,35.0,34.1,1.428
1,34.0,31.0,32.0,33.0,32.0,32.0,34.0,31.0,35.0,31.0,32.0,32.0,33.0,35.0,33.0,33.0,32.0,33.0,33.0,32.0,33.0,33.0,32.0,33.0,33.0,32.0,32.0,33.0,32.0,32.0,34.0,30.0,32.0,30.0,35.0,32.0,34.0,35.0,30.0,35.0,32.625,1.336
2,32.0,31.0,31.0,33.0,32.0,32.0,34.0,31.0,35.0,31.0,32.0,32.0,33.0,34.0,33.0,33.0,32.0,30.0,32.0,32.0,27.0,33.0,32.0,29.0,33.0,32.0,32.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,34.0,32.0,32.0,34.0,30.0,34.0,31.95,1.499
3,32.0,31.0,31.0,31.0,32.0,29.0,30.0,31.0,32.0,31.0,29.0,30.0,30.0,34.0,33.0,29.0,32.0,30.0,29.0,30.0,27.0,33.0,31.0,29.0,33.0,32.0,31.0,32.0,32.0,31.0,31.0,29.0,32.0,29.0,31.0,32.0,30.0,34.0,28.0,33.0,30.9,1.594
4,32.0,31.0,31.0,31.0,32.0,29.0,30.0,31.0,26.0,31.0,29.0,30.0,30.0,34.0,33.0,29.0,30.0,30.0,29.0,30.0,27.0,30.0,31.0,29.0,33.0,32.0,31.0,31.0,28.0,28.0,31.0,29.0,28.0,27.0,31.0,31.0,30.0,33.0,28.0,33.0,30.225,1.796
5,30.0,30.0,31.0,31.0,32.0,29.0,29.0,31.0,26.0,27.0,29.0,30.0,30.0,31.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,30.0,31.0,28.0,33.0,32.0,31.0,31.0,28.0,28.0,31.0,28.0,28.0,27.0,28.0,31.0,30.0,32.0,27.0,33.0,29.65,1.711
6,30.0,30.0,31.0,30.0,32.0,28.0,29.0,31.0,26.0,27.0,29.0,30.0,30.0,31.0,29.0,29.0,26.0,30.0,29.0,29.0,26.0,30.0,31.0,28.0,33.0,32.0,31.0,31.0,28.0,28.0,31.0,28.0,28.0,27.0,28.0,31.0,30.0,32.0,27.0,33.0,29.475,1.844
7,30.0,29.0,31.0,30.0,30.0,28.0,29.0,31.0,26.0,27.0,29.0,28.0,30.0,31.0,29.0,29.0,26.0,28.0,29.0,28.0,26.0,30.0,31.0,28.0,30.0,32.0,29.0,31.0,28.0,28.0,31.0,28.0,28.0,27.0,28.0,30.0,30.0,32.0,27.0,29.0,29.025,1.573
8,26.0,29.0,31.0,30.0,30.0,28.0,29.0,31.0,26.0,26.0,29.0,28.0,30.0,31.0,29.0,28.0,26.0,28.0,29.0,26.0,26.0,30.0,31.0,28.0,30.0,32.0,29.0,31.0,28.0,28.0,31.0,26.0,26.0,27.0,24.0,30.0,30.0,31.0,27.0,29.0,28.6,1.934
9,26.0,28.0,31.0,28.0,30.0,28.0,28.0,28.0,26.0,26.0,28.0,28.0,30.0,31.0,29.0,27.0,26.0,28.0,29.0,26.0,24.0,29.0,31.0,27.0,29.0,30.0,29.0,31.0,28.0,28.0,31.0,26.0,26.0,27.0,24.0,30.0,30.0,30.0,27.0,29.0,28.175,1.856
