Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,31.0,33.0,37.0,34.0,33.0,36.0,36.0,33.0,32.0,32.0,31.0,33.0,34.0,34.0,28.0,35.0,34.0,34.0,36.0,34.0,34.0,34.0,35.0,35.0,31.0,33.0,33.0,35.0,34.0,33.0,33.0,36.0,37.0,34.0,36.0,31.0,33.0,32.0,36.0,35.0,33.75,1.854
1,31.0,29.0,32.0,34.0,33.0,33.0,34.0,31.0,32.0,32.0,31.0,32.0,34.0,34.0,28.0,35.0,32.0,34.0,36.0,32.0,34.0,31.0,35.0,33.0,31.0,33.0,33.0,32.0,32.0,33.0,33.0,32.0,33.0,34.0,32.0,31.0,33.0,32.0,32.0,34.0,32.55,1.532
2,30.0,29.0,32.0,32.0,30.0,33.0,33.0,31.0,32.0,32.0,29.0,32.0,31.0,31.0,28.0,32.0,32.0,31.0,33.0,29.0,31.0,31.0,33.0,33.0,30.0,28.0,32.0,31.0,29.0,33.0,32.0,29.0,33.0,28.0,32.0,31.0,31.0,32.0,32.0,31.0,31.1,1.497
3,30.0,29.0,32.0,31.0,30.0,32.0,31.0,31.0,30.0,30.0,29.0,32.0,31.0,31.0,28.0,31.0,32.0,29.0,31.0,29.0,30.0,30.0,31.0,30.0,27.0,28.0,31.0,31.0,29.0,31.0,30.0,29.0,32.0,26.0,31.0,30.0,31.0,32.0,29.0,31.0,30.2,1.382
4,29.0,28.0,30.0,30.0,27.0,29.0,30.0,29.0,30.0,28.0,29.0,30.0,31.0,31.0,25.0,30.0,30.0,29.0,29.0,29.0,30.0,30.0,30.0,28.0,27.0,28.0,31.0,29.0,29.0,31.0,30.0,27.0,29.0,26.0,31.0,30.0,31.0,30.0,29.0,31.0,29.25,1.41
5,29.0,27.0,30.0,29.0,26.0,29.0,30.0,28.0,30.0,28.0,29.0,30.0,27.0,31.0,25.0,27.0,29.0,29.0,29.0,27.0,29.0,30.0,30.0,28.0,27.0,28.0,31.0,29.0,27.0,26.0,29.0,27.0,28.0,26.0,31.0,29.0,30.0,30.0,29.0,27.0,28.5,1.5
6,29.0,27.0,28.0,29.0,26.0,29.0,29.0,27.0,29.0,28.0,28.0,29.0,27.0,28.0,24.0,25.0,29.0,29.0,29.0,27.0,26.0,29.0,30.0,27.0,26.0,28.0,31.0,27.0,27.0,26.0,28.0,27.0,27.0,26.0,28.0,28.0,29.0,30.0,28.0,25.0,27.725,1.483
7,27.0,27.0,28.0,26.0,25.0,29.0,27.0,27.0,29.0,28.0,25.0,28.0,27.0,27.0,24.0,25.0,28.0,28.0,29.0,22.0,26.0,28.0,28.0,24.0,26.0,28.0,30.0,26.0,26.0,23.0,25.0,26.0,27.0,25.0,28.0,28.0,29.0,26.0,26.0,25.0,26.65,1.74
8,27.0,26.0,27.0,26.0,25.0,28.0,27.0,24.0,28.0,26.0,21.0,27.0,27.0,27.0,24.0,25.0,27.0,24.0,26.0,22.0,26.0,28.0,28.0,24.0,26.0,27.0,27.0,25.0,25.0,23.0,24.0,26.0,25.0,24.0,28.0,27.0,29.0,26.0,26.0,25.0,25.825,1.716
9,27.0,24.0,27.0,25.0,25.0,27.0,27.0,24.0,28.0,26.0,21.0,27.0,26.0,26.0,22.0,24.0,27.0,24.0,26.0,22.0,24.0,25.0,28.0,22.0,26.0,26.0,27.0,25.0,25.0,23.0,24.0,25.0,25.0,21.0,27.0,26.0,27.0,26.0,26.0,25.0,25.2,1.806
