Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,34.0,32.0,33.0,36.0,34.0,34.0,32.0,32.0,35.0,33.0,34.0,33.0,33.0,31.0,34.0,34.0,33.0,33.0,35.0,36.0,34.0,30.0,34.0,34.0,28.0,34.0,35.0,32.0,35.0,35.0,35.0,35.0,35.0,33.0,35.0,36.0,33.0,35.0,32.0,34.0,33.625,1.623
1,31.0,32.0,33.0,31.0,31.0,34.0,32.0,32.0,31.0,33.0,34.0,33.0,30.0,29.0,31.0,33.0,33.0,33.0,32.0,34.0,32.0,30.0,29.0,34.0,28.0,34.0,32.0,32.0,28.0,35.0,34.0,34.0,33.0,33.0,33.0,32.0,33.0,33.0,31.0,30.0,32.05,1.702
2,31.0,32.0,33.0,31.0,31.0,30.0,32.0,32.0,31.0,32.0,33.0,33.0,29.0,29.0,30.0,33.0,33.0,33.0,29.0,32.0,31.0,30.0,29.0,30.0,28.0,34.0,32.0,32.0,28.0,30.0,34.0,31.0,32.0,33.0,33.0,31.0,33.0,27.0,31.0,30.0,31.2,1.706
3,31.0,29.0,33.0,31.0,31.0,29.0,32.0,32.0,31.0,31.0,33.0,32.0,29.0,29.0,30.0,32.0,33.0,32.0,29.0,30.0,30.0,30.0,29.0,30.0,28.0,30.0,32.0,30.0,24.0,30.0,32.0,31.0,31.0,33.0,30.0,31.0,31.0,26.0,31.0,30.0,30.45,1.788
4,31.0,29.0,33.0,31.0,31.0,29.0,32.0,30.0,31.0,31.0,31.0,30.0,29.0,29.0,30.0,32.0,31.0,30.0,29.0,30.0,30.0,30.0,29.0,30.0,28.0,30.0,30.0,30.0,24.0,30.0,32.0,31.0,31.0,32.0,30.0,31.0,31.0,26.0,31.0,30.0,30.125,1.568
5,31.0,29.0,33.0,31.0,29.0,29.0,30.0,30.0,31.0,28.0,31.0,30.0,29.0,29.0,30.0,32.0,30.0,30.0,29.0,30.0,30.0,30.0,29.0,30.0,28.0,30.0,30.0,30.0,24.0,30.0,31.0,30.0,28.0,32.0,30.0,31.0,31.0,26.0,31.0,30.0,29.8,1.536
6,31.0,29.0,33.0,31.0,29.0,29.0,30.0,30.0,29.0,28.0,31.0,30.0,29.0,29.0,30.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,30.0,28.0,30.0,29.0,29.0,24.0,30.0,31.0,29.0,28.0,30.0,30.0,31.0,31.0,26.0,31.0,30.0,29.55,1.499
7,26.0,29.0,33.0,29.0,29.0,29.0,30.0,30.0,29.0,28.0,31.0,30.0,29.0,29.0,30.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,28.0,30.0,29.0,28.0,24.0,30.0,31.0,29.0,28.0,29.0,30.0,31.0,31.0,26.0,31.0,30.0,29.25,1.609
8,26.0,29.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,28.0,30.0,30.0,29.0,29.0,30.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,28.0,30.0,29.0,28.0,24.0,30.0,31.0,29.0,28.0,29.0,30.0,31.0,31.0,26.0,31.0,30.0,29.2,1.536
9,26.0,29.0,32.0,29.0,29.0,29.0,30.0,27.0,29.0,28.0,30.0,30.0,29.0,29.0,27.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,28.0,30.0,29.0,28.0,24.0,30.0,31.0,29.0,28.0,29.0,30.0,31.0,31.0,26.0,30.0,30.0,29.025,1.573
10,26.0,29.0,32.0,29.0,29.0,29.0,30.0,27.0,29.0,28.0,30.0,30.0,29.0,29.0,27.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,28.0,30.0,29.0,28.0,24.0,30.0,31.0,29.0,28.0,29.0,30.0,31.0,30.0,26.0,30.0,30.0,29.0,1.549
11,26.0,29.0,32.0,29.0,29.0,29.0,30.0,27.0,29.0,28.0,29.0,30.0,29.0,29.0,27.0,32.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,28.0,30.0,29.0,28.0,24.0,30.0,31.0,29.0,28.0,29.0,30.0,31.0,30.0,26.0,29.0,30.0,28.95,1.532
12,26.0,29.0,32.0,29.0,29.0,29.0,30.0,27.0,29.0,28.0,29.0,30.0,29.0,29.0,27.0,30.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,27.0,28.0,30.0,28.0,28.0,24.0,30.0,31.0,29.0,28.0,29.0,30.0,31.0,30.0,26.0,29.0,30.0,28.875,1.469
13,26.0,29.0,28.0,29.0,29.0,29.0,30.0,27.0,29.0,28.0,29.0,30.0,29.0,29.0,27.0,30.0,29.0,29.0,27.0,30.0,29.0,29.0,29.0,27.0,28.0,28.0,28.0,28.0,24.0,27.0,31.0,29.0,28.0,29.0,30.0,31.0,30.0,26.0,29.0,30.0,28.575,1.394
