Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,ABF,StdDev
0,67.0,63.0,65.0,65.0,66.0,67.0,63.0,65.0,64.0,65.0,67.0,63.0,65.0,64.0,64.0,67.0,67.0,65.0,67.0,67.0,64.0,60.0,61.0,66.0,65.0,64.0,64.0,64.0,61.0,66.0,64.7,1.865
1,60.0,63.0,65.0,60.0,62.0,67.0,63.0,64.0,60.0,65.0,65.0,61.0,65.0,62.0,60.0,65.0,61.0,65.0,62.0,65.0,60.0,58.0,59.0,55.0,63.0,64.0,64.0,64.0,61.0,64.0,62.4,2.603
2,60.0,63.0,63.0,60.0,58.0,62.0,61.0,59.0,60.0,64.0,60.0,61.0,60.0,61.0,60.0,61.0,60.0,62.0,60.0,62.0,60.0,58.0,59.0,55.0,63.0,64.0,64.0,62.0,60.0,59.0,60.7,1.969
3,60.0,60.0,63.0,60.0,57.0,61.0,61.0,59.0,60.0,62.0,60.0,61.0,59.0,57.0,60.0,61.0,56.0,62.0,60.0,60.0,60.0,58.0,59.0,55.0,62.0,60.0,63.0,58.0,60.0,59.0,59.767,1.856
4,58.0,60.0,59.0,60.0,57.0,61.0,60.0,59.0,60.0,60.0,58.0,58.0,57.0,57.0,57.0,60.0,56.0,60.0,60.0,60.0,60.0,58.0,58.0,55.0,61.0,59.0,59.0,58.0,56.0,57.0,58.6,1.562
5,57.0,60.0,53.0,56.0,55.0,58.0,55.0,59.0,59.0,60.0,56.0,55.0,57.0,49.0,55.0,59.0,54.0,57.0,59.0,59.0,60.0,57.0,52.0,55.0,58.0,59.0,59.0,56.0,56.0,57.0,56.7,2.532
6,56.0,55.0,50.0,56.0,51.0,56.0,55.0,55.0,58.0,60.0,56.0,55.0,57.0,49.0,55.0,58.0,53.0,50.0,58.0,59.0,58.0,56.0,52.0,55.0,58.0,54.0,59.0,56.0,53.0,57.0,55.333,2.785
7,53.0,55.0,50.0,50.0,51.0,53.0,53.0,54.0,58.0,54.0,50.0,54.0,56.0,49.0,55.0,55.0,53.0,50.0,55.0,56.0,58.0,52.0,52.0,55.0,58.0,53.0,55.0,55.0,53.0,55.0,53.667,2.399
8,50.0,54.0,50.0,50.0,51.0,49.0,52.0,53.0,49.0,54.0,50.0,52.0,53.0,49.0,44.0,52.0,50.0,50.0,53.0,56.0,55.0,52.0,50.0,55.0,56.0,51.0,48.0,49.0,51.0,49.0,51.233,2.578
9,50.0,50.0,47.0,47.0,51.0,48.0,51.0,51.0,49.0,48.0,49.0,50.0,52.0,46.0,44.0,50.0,48.0,50.0,53.0,54.0,55.0,52.0,43.0,54.0,51.0,50.0,48.0,49.0,50.0,49.0,49.633,2.664
