Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,ABF,StdDev
0,21.0,22.0,24.0,24.0,24.0,26.0,21.0,20.0,24.0,23.0,20.0,25.0,22.0,18.0,26.0,24.0,20.0,19.0,20.0,20.0,23.0,22.0,23.0,20.0,19.0,19.0,19.0,19.0,24.0,22.0,21.767,2.261
1,21.0,22.0,24.0,18.0,24.0,23.0,21.0,20.0,23.0,23.0,20.0,22.0,22.0,18.0,26.0,24.0,20.0,19.0,20.0,20.0,23.0,22.0,23.0,20.0,19.0,19.0,19.0,19.0,23.0,22.0,21.3,2.019
2,18.0,22.0,23.0,18.0,24.0,23.0,21.0,20.0,23.0,23.0,20.0,22.0,22.0,18.0,20.0,22.0,20.0,19.0,20.0,20.0,23.0,20.0,23.0,20.0,19.0,19.0,19.0,19.0,23.0,22.0,20.833,1.79
3,18.0,22.0,23.0,18.0,24.0,23.0,21.0,20.0,23.0,20.0,20.0,22.0,22.0,18.0,20.0,22.0,20.0,19.0,20.0,20.0,20.0,20.0,22.0,20.0,19.0,19.0,19.0,19.0,23.0,22.0,20.6,1.665
4,18.0,22.0,23.0,18.0,24.0,23.0,21.0,20.0,23.0,20.0,20.0,22.0,22.0,18.0,20.0,22.0,20.0,19.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0,19.0,19.0,19.0,23.0,21.0,20.533,1.628
5,18.0,22.0,23.0,18.0,24.0,23.0,21.0,19.0,23.0,20.0,20.0,22.0,22.0,18.0,20.0,22.0,20.0,19.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,23.0,21.0,20.4,1.818
6,18.0,20.0,23.0,18.0,24.0,21.0,21.0,19.0,23.0,20.0,20.0,22.0,22.0,18.0,20.0,22.0,20.0,19.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,20.2,1.661
7,18.0,20.0,23.0,18.0,24.0,21.0,20.0,19.0,23.0,20.0,20.0,21.0,20.0,18.0,20.0,22.0,20.0,19.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,20.067,1.59
8,18.0,20.0,18.0,18.0,21.0,21.0,19.0,19.0,23.0,20.0,20.0,21.0,20.0,18.0,19.0,19.0,20.0,19.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.633,1.303
9,18.0,20.0,18.0,18.0,21.0,21.0,19.0,19.0,22.0,20.0,19.0,21.0,20.0,18.0,19.0,19.0,20.0,19.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.567,1.23
10,18.0,20.0,18.0,18.0,21.0,21.0,19.0,19.0,22.0,20.0,19.0,21.0,20.0,18.0,18.0,19.0,20.0,19.0,20.0,20.0,19.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.5,1.258
11,18.0,20.0,18.0,18.0,21.0,21.0,19.0,19.0,21.0,20.0,19.0,21.0,20.0,18.0,18.0,18.0,20.0,19.0,20.0,20.0,19.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.433,1.23
12,18.0,20.0,18.0,18.0,21.0,21.0,19.0,19.0,21.0,20.0,19.0,21.0,20.0,18.0,18.0,18.0,20.0,19.0,18.0,20.0,19.0,20.0,21.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.367,1.251
13,18.0,20.0,18.0,18.0,21.0,21.0,19.0,19.0,21.0,20.0,19.0,21.0,20.0,18.0,18.0,18.0,20.0,19.0,18.0,20.0,19.0,20.0,20.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.333,1.22
14,18.0,20.0,18.0,18.0,21.0,19.0,19.0,19.0,21.0,20.0,19.0,21.0,20.0,18.0,18.0,18.0,20.0,19.0,18.0,20.0,19.0,20.0,20.0,20.0,19.0,16.0,19.0,19.0,21.0,21.0,19.267,1.181
15,18.0,20.0,18.0,18.0,21.0,19.0,19.0,19.0,21.0,20.0,19.0,19.0,20.0,18.0,18.0,18.0,20.0,19.0,18.0,20.0,19.0,20.0,20.0,20.0,19.0,16.0,16.0,19.0,20.0,21.0,19.067,1.236
16,18.0,20.0,18.0,18.0,21.0,19.0,19.0,19.0,21.0,20.0,19.0,19.0,20.0,18.0,18.0,18.0,20.0,18.0,18.0,20.0,19.0,20.0,20.0,20.0,19.0,16.0,16.0,18.0,20.0,21.0,19.0,1.265
