Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,22.0,20.0,23.0,21.0,20.0,18.0,18.0,21.0,18.0,23.0,21.0,21.0,18.0,21.0,22.0,22.0,23.0,22.0,22.0,19.0,23.0,20.0,20.0,22.0,20.0,21.0,23.0,15.0,21.0,23.0,23.0,19.0,21.0,19.0,22.0,21.0,22.0,20.0,22.0,20.0,20.8,1.778
1,19.0,19.0,20.0,20.0,20.0,18.0,18.0,20.0,18.0,21.0,19.0,20.0,18.0,20.0,18.0,21.0,22.0,21.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,15.0,19.0,19.0,16.0,18.0,17.0,18.0,21.0,21.0,21.0,19.0,19.0,19.0,19.275,1.396
2,19.0,19.0,19.0,19.0,20.0,17.0,18.0,20.0,18.0,15.0,19.0,19.0,18.0,19.0,18.0,20.0,21.0,18.0,16.0,17.0,20.0,19.0,17.0,17.0,19.0,19.0,20.0,15.0,19.0,19.0,16.0,17.0,16.0,15.0,21.0,15.0,17.0,18.0,19.0,19.0,18.15,1.621
3,17.0,18.0,19.0,17.0,18.0,17.0,16.0,16.0,18.0,15.0,19.0,16.0,18.0,18.0,16.0,18.0,18.0,16.0,16.0,17.0,18.0,16.0,16.0,16.0,18.0,16.0,20.0,13.0,16.0,19.0,16.0,17.0,16.0,15.0,20.0,15.0,17.0,18.0,19.0,16.0,17.0,1.466
4,16.0,18.0,18.0,16.0,18.0,17.0,13.0,15.0,18.0,15.0,19.0,16.0,17.0,18.0,16.0,18.0,18.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,15.0,18.0,13.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,15.0,16.0,17.0,18.0,16.0,16.275,1.341
5,16.0,17.0,18.0,16.0,18.0,16.0,13.0,15.0,18.0,13.0,17.0,14.0,17.0,16.0,16.0,17.0,18.0,15.0,16.0,14.0,16.0,16.0,16.0,14.0,15.0,15.0,17.0,12.0,15.0,16.0,16.0,15.0,15.0,14.0,16.0,15.0,16.0,17.0,18.0,12.0,15.65,1.542
6,15.0,17.0,17.0,14.0,18.0,15.0,13.0,15.0,18.0,13.0,16.0,14.0,15.0,16.0,15.0,17.0,17.0,15.0,15.0,14.0,15.0,15.0,14.0,14.0,15.0,15.0,16.0,12.0,14.0,15.0,16.0,14.0,15.0,11.0,16.0,15.0,16.0,16.0,16.0,12.0,15.025,1.508
7,12.0,15.0,15.0,14.0,15.0,12.0,13.0,15.0,16.0,13.0,14.0,14.0,15.0,15.0,13.0,16.0,17.0,14.0,14.0,14.0,15.0,13.0,14.0,14.0,13.0,15.0,16.0,11.0,12.0,12.0,15.0,12.0,15.0,11.0,16.0,15.0,16.0,16.0,16.0,11.0,14.1,1.578
8,12.0,14.0,15.0,14.0,15.0,12.0,13.0,15.0,16.0,13.0,14.0,12.0,14.0,14.0,12.0,16.0,14.0,14.0,14.0,12.0,15.0,13.0,13.0,14.0,13.0,14.0,16.0,11.0,12.0,12.0,13.0,12.0,13.0,10.0,16.0,15.0,14.0,15.0,16.0,11.0,13.575,1.515
9,12.0,14.0,15.0,14.0,15.0,12.0,11.0,13.0,15.0,13.0,14.0,12.0,12.0,14.0,12.0,15.0,12.0,13.0,12.0,12.0,14.0,13.0,11.0,14.0,11.0,14.0,14.0,10.0,12.0,10.0,13.0,11.0,13.0,10.0,15.0,14.0,14.0,13.0,14.0,8.0,12.75,1.624
10,11.0,13.0,15.0,14.0,13.0,11.0,11.0,13.0,15.0,9.0,14.0,11.0,11.0,14.0,12.0,13.0,12.0,12.0,12.0,9.0,13.0,13.0,11.0,13.0,10.0,12.0,14.0,10.0,12.0,10.0,12.0,10.0,12.0,9.0,15.0,12.0,13.0,13.0,14.0,8.0,12.025,1.739
11,10.0,11.0,12.0,14.0,11.0,11.0,9.0,13.0,15.0,9.0,14.0,9.0,11.0,13.0,11.0,13.0,12.0,11.0,12.0,9.0,12.0,11.0,10.0,10.0,10.0,12.0,13.0,9.0,9.0,9.0,12.0,10.0,11.0,9.0,15.0,12.0,11.0,13.0,12.0,8.0,11.2,1.749
12,10.0,10.0,12.0,13.0,11.0,10.0,9.0,12.0,15.0,9.0,13.0,9.0,9.0,13.0,9.0,11.0,12.0,11.0,10.0,9.0,11.0,11.0,8.0,10.0,10.0,11.0,11.0,9.0,9.0,9.0,12.0,10.0,10.0,7.0,15.0,12.0,11.0,10.0,12.0,8.0,10.575,1.745
13,8.0,10.0,12.0,9.0,11.0,10.0,9.0,11.0,14.0,9.0,13.0,9.0,9.0,12.0,9.0,11.0,11.0,9.0,9.0,8.0,10.0,11.0,8.0,8.0,9.0,10.0,11.0,9.0,9.0,8.0,11.0,8.0,10.0,7.0,14.0,12.0,11.0,10.0,12.0,7.0,9.95,1.717
14,8.0,9.0,12.0,9.0,11.0,9.0,9.0,9.0,14.0,9.0,13.0,8.0,9.0,12.0,7.0,11.0,10.0,9.0,8.0,8.0,9.0,10.0,8.0,8.0,9.0,9.0,11.0,8.0,9.0,7.0,10.0,7.0,10.0,7.0,13.0,11.0,10.0,10.0,12.0,7.0,9.475,1.761
15,8.0,9.0,12.0,9.0,9.0,8.0,8.0,9.0,13.0,8.0,12.0,8.0,8.0,12.0,7.0,10.0,8.0,7.0,8.0,8.0,9.0,10.0,7.0,8.0,9.0,9.0,10.0,8.0,8.0,6.0,10.0,7.0,10.0,7.0,13.0,11.0,10.0,8.0,12.0,6.0,8.975,1.796
16,7.0,8.0,11.0,9.0,9.0,8.0,8.0,9.0,12.0,8.0,12.0,7.0,8.0,12.0,5.0,10.0,8.0,7.0,7.0,8.0,9.0,10.0,7.0,6.0,9.0,8.0,9.0,8.0,7.0,6.0,8.0,5.0,9.0,7.0,13.0,10.0,9.0,8.0,11.0,5.0,8.425,1.909
17,6.0,7.0,11.0,8.0,9.0,7.0,8.0,7.0,11.0,4.0,11.0,7.0,5.0,11.0,5.0,9.0,7.0,7.0,7.0,7.0,8.0,10.0,7.0,6.0,8.0,6.0,9.0,8.0,6.0,5.0,7.0,5.0,9.0,7.0,11.0,10.0,8.0,6.0,10.0,5.0,7.625,1.919
18,5.0,7.0,11.0,8.0,8.0,6.0,7.0,7.0,11.0,4.0,9.0,7.0,4.0,11.0,5.0,8.0,7.0,7.0,5.0,7.0,7.0,8.0,6.0,5.0,8.0,6.0,9.0,8.0,6.0,5.0,7.0,5.0,9.0,7.0,11.0,9.0,8.0,6.0,10.0,5.0,7.225,1.904
19,5.0,6.0,9.0,8.0,8.0,6.0,5.0,7.0,11.0,4.0,9.0,7.0,4.0,11.0,5.0,8.0,5.0,6.0,5.0,6.0,7.0,8.0,6.0,5.0,7.0,6.0,9.0,8.0,6.0,5.0,7.0,5.0,8.0,7.0,9.0,8.0,8.0,6.0,9.0,5.0,6.85,1.74
20,5.0,6.0,8.0,8.0,6.0,5.0,5.0,6.0,10.0,4.0,9.0,6.0,4.0,11.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,8.0,5.0,5.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,5.0,8.0,7.0,9.0,8.0,8.0,6.0,9.0,4.0,6.525,1.703
21,4.0,4.0,7.0,7.0,6.0,4.0,5.0,6.0,8.0,4.0,7.0,5.0,4.0,11.0,5.0,7.0,5.0,6.0,4.0,5.0,6.0,8.0,5.0,5.0,7.0,5.0,8.0,8.0,6.0,4.0,6.0,5.0,7.0,6.0,9.0,6.0,6.0,6.0,8.0,4.0,5.975,1.589
22,3.0,4.0,7.0,7.0,6.0,4.0,5.0,6.0,8.0,3.0,7.0,5.0,4.0,11.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,5.0,4.0,6.0,5.0,6.0,8.0,6.0,4.0,5.0,5.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0,3.0,5.6,1.625
23,3.0,4.0,7.0,6.0,6.0,4.0,4.0,6.0,8.0,1.0,7.0,5.0,4.0,10.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,6.0,5.0,3.0,6.0,5.0,6.0,8.0,6.0,3.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,3.0,5.25,1.728
24,3.0,4.0,5.0,6.0,6.0,4.0,4.0,6.0,7.0,1.0,5.0,5.0,4.0,10.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,6.0,4.0,6.0,8.0,6.0,3.0,5.0,5.0,7.0,5.0,7.0,4.0,6.0,6.0,7.0,3.0,4.975,1.651
25,3.0,4.0,5.0,6.0,6.0,4.0,4.0,3.0,6.0,0.0,5.0,5.0,3.0,10.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,6.0,4.0,6.0,7.0,5.0,2.0,5.0,5.0,7.0,4.0,7.0,4.0,5.0,5.0,6.0,3.0,4.575,1.687
