Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,23.0,21.0,22.0,21.0,21.0,19.0,22.0,18.0,20.0,22.0,21.0,22.0,21.0,20.0,21.0,18.0,21.0,21.0,23.0,18.0,21.0,20.0,21.0,19.0,20.0,20.0,20.0,22.0,19.0,19.0,20.0,19.0,22.0,21.0,18.0,19.0,22.0,21.0,24.0,21.0,20.575,1.447
1,20.0,15.0,20.0,18.0,21.0,19.0,21.0,18.0,20.0,21.0,18.0,16.0,21.0,20.0,18.0,18.0,21.0,21.0,22.0,18.0,18.0,13.0,21.0,19.0,20.0,16.0,20.0,22.0,16.0,19.0,20.0,19.0,22.0,19.0,18.0,19.0,21.0,20.0,18.0,21.0,19.175,1.986
2,19.0,15.0,18.0,18.0,20.0,19.0,18.0,18.0,20.0,21.0,18.0,16.0,20.0,19.0,18.0,18.0,19.0,21.0,20.0,18.0,18.0,13.0,20.0,19.0,20.0,16.0,18.0,22.0,16.0,18.0,18.0,17.0,19.0,19.0,17.0,18.0,20.0,19.0,18.0,21.0,18.475,1.717
3,19.0,15.0,18.0,18.0,20.0,19.0,16.0,18.0,19.0,17.0,18.0,16.0,19.0,17.0,18.0,17.0,18.0,20.0,19.0,17.0,18.0,13.0,19.0,15.0,19.0,16.0,16.0,16.0,16.0,16.0,18.0,17.0,18.0,19.0,17.0,18.0,20.0,19.0,17.0,17.0,17.55,1.516
4,17.0,15.0,18.0,18.0,17.0,19.0,16.0,18.0,18.0,17.0,17.0,15.0,17.0,17.0,18.0,17.0,18.0,19.0,18.0,17.0,18.0,13.0,18.0,15.0,18.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,19.0,17.0,18.0,20.0,18.0,17.0,17.0,17.15,1.295
5,17.0,15.0,18.0,18.0,16.0,19.0,16.0,18.0,18.0,17.0,16.0,14.0,17.0,17.0,17.0,16.0,18.0,17.0,18.0,15.0,18.0,13.0,18.0,15.0,17.0,14.0,16.0,16.0,16.0,16.0,15.0,16.0,18.0,17.0,17.0,16.0,19.0,17.0,17.0,17.0,16.625,1.336
6,17.0,15.0,16.0,17.0,16.0,16.0,16.0,15.0,16.0,17.0,16.0,12.0,17.0,16.0,16.0,15.0,18.0,17.0,15.0,15.0,15.0,13.0,16.0,15.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0,15.0,17.0,16.0,19.0,14.0,15.0,17.0,15.75,1.24
7,15.0,13.0,16.0,13.0,16.0,16.0,16.0,14.0,13.0,17.0,15.0,12.0,15.0,16.0,13.0,13.0,18.0,17.0,15.0,15.0,15.0,13.0,14.0,15.0,16.0,13.0,16.0,15.0,13.0,16.0,15.0,15.0,14.0,15.0,17.0,15.0,14.0,14.0,15.0,16.0,14.85,1.37
8,15.0,13.0,14.0,13.0,16.0,16.0,13.0,14.0,13.0,17.0,14.0,10.0,15.0,16.0,12.0,13.0,17.0,17.0,15.0,15.0,15.0,13.0,13.0,14.0,16.0,12.0,14.0,15.0,13.0,13.0,14.0,15.0,13.0,15.0,12.0,15.0,14.0,14.0,13.0,15.0,14.15,1.509
9,15.0,12.0,14.0,12.0,16.0,15.0,13.0,14.0,13.0,15.0,14.0,10.0,15.0,16.0,11.0,13.0,16.0,15.0,15.0,15.0,14.0,13.0,11.0,14.0,15.0,12.0,14.0,15.0,11.0,13.0,10.0,13.0,13.0,13.0,12.0,12.0,14.0,12.0,13.0,14.0,13.425,1.579
10,15.0,10.0,14.0,12.0,14.0,14.0,11.0,13.0,13.0,14.0,14.0,9.0,14.0,14.0,10.0,12.0,16.0,11.0,13.0,15.0,12.0,13.0,10.0,10.0,14.0,10.0,14.0,15.0,10.0,12.0,8.0,13.0,13.0,13.0,12.0,12.0,14.0,12.0,13.0,14.0,12.55,1.83
11,15.0,8.0,13.0,12.0,12.0,13.0,11.0,13.0,13.0,12.0,12.0,8.0,14.0,14.0,9.0,9.0,14.0,11.0,13.0,15.0,12.0,13.0,10.0,7.0,13.0,10.0,12.0,15.0,9.0,11.0,8.0,11.0,13.0,9.0,12.0,12.0,14.0,12.0,10.0,12.0,11.65,2.068
12,14.0,8.0,13.0,10.0,12.0,12.0,10.0,11.0,9.0,12.0,10.0,8.0,14.0,13.0,7.0,9.0,12.0,11.0,13.0,14.0,9.0,13.0,10.0,7.0,12.0,8.0,12.0,14.0,7.0,9.0,8.0,11.0,9.0,9.0,12.0,11.0,14.0,10.0,10.0,11.0,10.7,2.112
13,14.0,7.0,11.0,8.0,12.0,12.0,10.0,10.0,9.0,9.0,10.0,7.0,14.0,13.0,7.0,9.0,12.0,10.0,13.0,13.0,9.0,13.0,10.0,7.0,11.0,8.0,10.0,14.0,7.0,8.0,8.0,9.0,9.0,9.0,11.0,10.0,13.0,10.0,10.0,11.0,10.175,2.096
14,10.0,5.0,11.0,8.0,12.0,11.0,9.0,8.0,9.0,9.0,10.0,6.0,13.0,13.0,6.0,8.0,11.0,8.0,12.0,9.0,8.0,13.0,8.0,5.0,10.0,6.0,10.0,12.0,5.0,8.0,8.0,9.0,9.0,9.0,10.0,8.0,12.0,9.0,9.0,10.0,9.15,2.151
15,10.0,5.0,10.0,8.0,12.0,10.0,8.0,8.0,6.0,9.0,8.0,6.0,11.0,11.0,5.0,8.0,11.0,8.0,10.0,9.0,8.0,12.0,7.0,5.0,9.0,6.0,8.0,12.0,5.0,7.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0,9.0,8.0,10.0,8.4,1.921
16,9.0,5.0,9.0,7.0,11.0,10.0,7.0,8.0,6.0,9.0,8.0,5.0,10.0,11.0,5.0,7.0,9.0,7.0,8.0,9.0,8.0,12.0,6.0,5.0,8.0,5.0,8.0,10.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,7.0,9.0,7.825,1.759
17,9.0,5.0,9.0,6.0,9.0,8.0,7.0,8.0,6.0,9.0,8.0,4.0,8.0,9.0,5.0,7.0,8.0,7.0,8.0,9.0,7.0,11.0,6.0,4.0,8.0,4.0,7.0,10.0,1.0,6.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0,6.0,7.0,8.0,7.125,1.846
