Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,ABF,StdDev
0,19.0,19.0,20.0,20.0,18.0,19.0,23.0,22.0,21.0,20.0,23.0,20.0,23.0,22.0,17.0,20.0,17.0,22.0,22.0,21.0,20.0,23.0,15.0,21.0,21.0,20.0,19.0,21.0,19.0,23.0,24.0,22.0,18.0,18.0,21.0,22.0,19.0,21.0,21.0,19.0,20.375,1.932
1,18.0,19.0,18.0,19.0,18.0,19.0,19.0,21.0,20.0,19.0,18.0,20.0,21.0,19.0,17.0,20.0,17.0,22.0,20.0,18.0,20.0,20.0,15.0,18.0,18.0,19.0,18.0,21.0,18.0,21.0,21.0,21.0,17.0,18.0,19.0,21.0,15.0,20.0,19.0,19.0,19.0,1.565
2,18.0,18.0,18.0,16.0,15.0,16.0,19.0,19.0,17.0,18.0,17.0,19.0,21.0,19.0,16.0,20.0,17.0,19.0,19.0,18.0,18.0,20.0,15.0,18.0,16.0,19.0,18.0,19.0,18.0,20.0,18.0,21.0,16.0,17.0,18.0,19.0,15.0,20.0,19.0,15.0,17.95,1.612
3,18.0,18.0,18.0,16.0,15.0,16.0,19.0,19.0,17.0,17.0,16.0,18.0,20.0,17.0,16.0,17.0,17.0,19.0,18.0,18.0,18.0,18.0,15.0,18.0,16.0,19.0,16.0,19.0,16.0,18.0,17.0,20.0,16.0,17.0,17.0,12.0,13.0,19.0,19.0,15.0,17.175,1.701
4,15.0,18.0,17.0,16.0,15.0,16.0,18.0,17.0,17.0,17.0,16.0,18.0,19.0,17.0,16.0,16.0,16.0,17.0,18.0,18.0,16.0,18.0,15.0,17.0,16.0,19.0,16.0,19.0,16.0,18.0,17.0,17.0,12.0,15.0,17.0,12.0,13.0,16.0,16.0,15.0,16.425,1.611
5,14.0,14.0,17.0,16.0,15.0,16.0,17.0,17.0,17.0,17.0,14.0,18.0,17.0,13.0,16.0,16.0,15.0,17.0,17.0,18.0,16.0,18.0,14.0,17.0,16.0,15.0,15.0,19.0,16.0,17.0,17.0,17.0,11.0,14.0,14.0,9.0,13.0,16.0,14.0,15.0,15.6,1.947
6,14.0,14.0,17.0,14.0,15.0,16.0,15.0,17.0,17.0,17.0,14.0,18.0,17.0,13.0,16.0,16.0,15.0,17.0,16.0,18.0,16.0,18.0,14.0,17.0,16.0,15.0,15.0,18.0,16.0,16.0,17.0,17.0,11.0,13.0,14.0,9.0,13.0,16.0,14.0,15.0,15.4,1.908
7,14.0,14.0,17.0,14.0,14.0,15.0,15.0,17.0,16.0,17.0,12.0,17.0,17.0,13.0,16.0,16.0,14.0,17.0,15.0,15.0,16.0,16.0,14.0,17.0,16.0,15.0,15.0,16.0,15.0,15.0,15.0,16.0,11.0,13.0,14.0,8.0,13.0,16.0,14.0,15.0,14.875,1.805
8,14.0,14.0,17.0,13.0,14.0,15.0,15.0,17.0,15.0,17.0,12.0,17.0,15.0,13.0,16.0,16.0,14.0,17.0,12.0,15.0,16.0,16.0,14.0,15.0,15.0,15.0,15.0,16.0,15.0,14.0,15.0,16.0,11.0,12.0,14.0,8.0,13.0,16.0,14.0,15.0,14.575,1.815
9,12.0,14.0,17.0,13.0,14.0,15.0,15.0,17.0,15.0,17.0,12.0,16.0,14.0,13.0,15.0,16.0,14.0,17.0,12.0,11.0,16.0,16.0,14.0,15.0,15.0,15.0,14.0,15.0,15.0,14.0,15.0,16.0,11.0,12.0,14.0,8.0,13.0,16.0,14.0,15.0,14.3,1.873
