Generations,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,ABF,StdDev
0,64.0,68.0,67.0,67.0,69.0,66.0,65.0,68.0,66.0,65.0,60.0,64.0,63.0,70.0,68.0,62.0,67.0,66.0,64.0,64.0,68.0,62.0,68.0,66.0,66.0,68.0,67.0,63.0,68.0,68.0,65.9,2.343
1,64.0,65.0,66.0,58.0,68.0,65.0,65.0,64.0,66.0,65.0,60.0,64.0,63.0,61.0,64.0,62.0,64.0,63.0,61.0,64.0,63.0,62.0,66.0,63.0,65.0,65.0,67.0,63.0,65.0,63.0,63.8,2.056
2,63.0,65.0,65.0,57.0,63.0,64.0,63.0,64.0,64.0,63.0,60.0,63.0,62.0,61.0,62.0,61.0,63.0,61.0,60.0,61.0,63.0,62.0,65.0,61.0,65.0,62.0,64.0,63.0,63.0,63.0,62.533,1.746
3,63.0,64.0,63.0,57.0,63.0,62.0,63.0,64.0,62.0,60.0,56.0,63.0,62.0,61.0,62.0,60.0,63.0,60.0,60.0,59.0,60.0,59.0,63.0,58.0,63.0,60.0,61.0,61.0,60.0,63.0,61.167,2.018
4,61.0,61.0,59.0,57.0,62.0,61.0,62.0,62.0,62.0,59.0,54.0,62.0,59.0,61.0,60.0,59.0,62.0,60.0,59.0,58.0,59.0,57.0,63.0,57.0,62.0,59.0,60.0,61.0,58.0,62.0,59.933,2.032
5,58.0,61.0,55.0,54.0,62.0,59.0,59.0,61.0,60.0,59.0,54.0,61.0,59.0,60.0,58.0,59.0,59.0,60.0,58.0,58.0,56.0,57.0,61.0,56.0,61.0,59.0,60.0,60.0,56.0,62.0,58.733,2.175
6,57.0,59.0,55.0,54.0,62.0,57.0,58.0,60.0,59.0,59.0,54.0,60.0,58.0,60.0,58.0,58.0,59.0,60.0,57.0,55.0,56.0,56.0,58.0,56.0,61.0,57.0,57.0,56.0,55.0,61.0,57.733,2.097
7,57.0,55.0,54.0,50.0,61.0,52.0,58.0,60.0,59.0,57.0,53.0,56.0,57.0,59.0,58.0,58.0,56.0,59.0,57.0,55.0,51.0,56.0,56.0,52.0,59.0,57.0,57.0,56.0,52.0,58.0,56.167,2.721
8,56.0,55.0,53.0,48.0,60.0,52.0,57.0,58.0,59.0,54.0,49.0,56.0,56.0,58.0,58.0,57.0,55.0,57.0,55.0,52.0,51.0,56.0,56.0,52.0,58.0,56.0,55.0,54.0,52.0,57.0,55.067,2.839
9,56.0,54.0,52.0,48.0,60.0,50.0,57.0,55.0,58.0,54.0,49.0,54.0,54.0,57.0,58.0,57.0,54.0,55.0,52.0,52.0,51.0,54.0,53.0,51.0,58.0,54.0,55.0,54.0,52.0,56.0,54.133,2.79
10,56.0,54.0,51.0,47.0,60.0,49.0,56.0,54.0,56.0,54.0,49.0,51.0,54.0,54.0,57.0,56.0,54.0,55.0,52.0,52.0,48.0,54.0,51.0,49.0,56.0,52.0,54.0,53.0,50.0,54.0,53.067,2.92
11,55.0,53.0,51.0,47.0,59.0,49.0,55.0,54.0,56.0,53.0,47.0,51.0,54.0,54.0,57.0,55.0,51.0,51.0,52.0,49.0,44.0,53.0,51.0,49.0,56.0,52.0,54.0,53.0,48.0,54.0,52.233,3.253
12,55.0,51.0,51.0,45.0,58.0,48.0,54.0,54.0,53.0,53.0,47.0,49.0,52.0,52.0,55.0,55.0,51.0,51.0,51.0,49.0,44.0,52.0,49.0,47.0,56.0,50.0,52.0,53.0,48.0,52.0,51.233,3.18
13,54.0,51.0,51.0,45.0,56.0,47.0,53.0,53.0,53.0,52.0,46.0,48.0,52.0,52.0,55.0,55.0,51.0,50.0,49.0,46.0,44.0,51.0,49.0,46.0,56.0,49.0,51.0,53.0,47.0,51.0,50.533,3.253
14,52.0,51.0,49.0,44.0,56.0,47.0,52.0,53.0,53.0,52.0,45.0,46.0,51.0,51.0,55.0,55.0,50.0,50.0,49.0,46.0,44.0,51.0,49.0,45.0,54.0,49.0,51.0,52.0,47.0,51.0,50.0,3.256
